Date;Amount;Category;Subcategory;Payment Method;Description;Ref/Check No;Payee/Payer;Status;Receipt Picture;Account;Tag;Tax;Quantity;Split Total;Row Id;Type Id
28.04.2016;-80.0;Entertainment;Other;Cash;магнит таганрог;;;Uncleared;;Personal Expense;;;1 PCS;;855;
28.04.2016;-56.0;Travel;Bus;Cash;в таганрог;;;Uncleared;;Personal Expense;;;1 PCS;;856;
28.04.2016;-120.0;Travel;Bus;Cash;в ростов;;;Uncleared;;Personal Expense;;;1 PCS;;857;
28.04.2016;-427.0;Food;;Cash;еда в поезд;;;Uncleared;;Personal Expense;;;1 PCS;;858;
29.04.2016;-220.0;Travel;Bus;Cash;в пущино;;;Uncleared;;Personal Expense;;;1 PCS;;859;
02.05.2016;2800.0;Different resources;;Cash;практика слон и жираф;;;Uncleared;;Personal Expense;;;1 PCS;;860;
02.05.2016;-76.0;Entertainment;Bar;Cash;оливки;;;Uncleared;;Personal Expense;;;1 PCS;;861;
02.05.2016;-487.0;Entertainment;Bar;Cash;чипсы оливки фреш;;;Uncleared;;Personal Expense;;;1 PCS;;862;
03.05.2016;2000.0;Excursion;;Cash;тур фирма;;;Uncleared;;Personal Expense;;;1 PCS;;863;
03.05.2016;-25.0;Food;;Cash;вода;;;Uncleared;;Personal Expense;;;1 PCS;;864;
04.05.2016;-136.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;865;
04.05.2016;-381.0;Entertainment;Other;Cash;к чаю;;;Uncleared;;Personal Expense;;;1 PCS;;866;
05.05.2016;1500.0;Excursion;;Cash;биология 21;;;Uncleared;;Personal Expense;;;1 PCS;;867;
06.05.2016;-180.0;Entertainment;Other;Cash;подарок компас;;;Uncleared;;Personal Expense;;;1 PCS;;868;
06.05.2016;-75.0;Sport;Bicycle;Cash;литол;;;Uncleared;;Personal Expense;;;1 PCS;;869;
06.05.2016;-1204.0;Entertainment;Other;Cash;криветки и тп;;;Uncleared;;Personal Expense;;;1 PCS;;870;
06.05.2016;-3300.0;Household;Communal payment;Cash;д20-126;;;Uncleared;;Personal Expense;;;1 PCS;;871;
07.05.2016;-393.0;Entertainment;Bar;Cash;вино вода;;;Uncleared;;Personal Expense;;;1 PCS;;872;
10.05.2016;3000.0;Advance payment;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;873;
11.05.2016;-69.0;Shopping;Other;Cash;зажигалки;;;Uncleared;;Personal Expense;;;1 PCS;;874;
12.05.2016;-158.0;Travel;Bus;Cash;в Серпухов;;;Uncleared;;Personal Expense;;;1 PCS;;875;
12.05.2016;-120.0;Travel;Bus;Cash;из Серпухова;;;Uncleared;;Personal Expense;;;1 PCS;;876;
13.05.2016;-260.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;877;
14.05.2016;4500.0;Excursion;;Cash;экскурсию Катарина москва;;;Uncleared;;Personal Expense;;;1 PCS;;878;
15.05.2016;-295.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;879;
16.05.2016;-1170.0;Sport;Bicycle;Cash;ключи для велосипеда;;;Uncleared;;Personal Expense;;;1 PCS;;880;
17.05.2016;-183.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;881;
17.05.2016;-198.0;Sport;Bicycle;Cash;ключ на 24;;;Uncleared;;Personal Expense;;;1 PCS;;882;
17.05.2016;4000.0;Different resources;;Cash;в помощь на конференции;;;Uncleared;;Personal Expense;;;1 PCS;;883;
18.05.2016;-150.0;Sport;Bicycle;Cash;ключ для велика;;;Uncleared;;Personal Expense;;;1 PCS;;884;
18.05.2016;-140.0;Entertainment;Bar;Cash;оливки;;;Uncleared;;Personal Expense;;;1 PCS;;885;
18.05.2016;-286.0;Entertainment;Bar;Cash;чипсы косичка;;;Uncleared;;Personal Expense;;;1 PCS;;886;
18.05.2016;-660.0;Entertainment;Bar;Cash;пиво;;;Uncleared;;Personal Expense;;;1 PCS;;887;
20.05.2016;-665.0;Sport;Tourism;Cash;холл для палатки;;;Uncleared;;Personal Expense;;;1 PCS;;888;
20.05.2016;-209.0;Sport;Tourism;Cash;сидушки поход;;;Uncleared;;Personal Expense;;;1 PCS;;889;
20.05.2016;-4700.0;Sport;Tourism;Cash;тур.снаряжение;;;Uncleared;;Personal Expense;;;1 PCS;;890;
20.05.2016;-70.0;Travel;Bus;Cash;в переделкино;;;Uncleared;;Personal Expense;;;1 PCS;;891;
21.05.2016;-75.0;Travel;Bus;Cash;в переделкино;;;Uncleared;;Personal Expense;;;1 PCS;;892;
21.05.2016;-160.0;Travel;Underground;Cash;метро;;;Uncleared;;Personal Expense;;;1 PCS;;893;
21.05.2016;-665.0;Entertainment;Cafe;Cash;КФС;;;Uncleared;;Personal Expense;;;1 PCS;;894;
21.05.2016;-209.0;Shopping;Devices;Cash;батарейки;;;Uncleared;;Personal Expense;;;1 PCS;;895;
22.05.2016;-554.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;896;
22.05.2016;-400.0;Utilities;Internet;Cash;интернет;;;Uncleared;;Personal Expense;;;1 PCS;;897;
22.05.2016;-100.0;Travel;Underground;Cash;метро;;;Uncleared;;Personal Expense;;;1 PCS;;898;
26.05.2016;1268.0;Different resources;;Cash;УНК;;;Uncleared;;Personal Expense;;;1 PCS;;899;
26.05.2016;1268.0;Different resources;;Cash;УНК апрель;;;Uncleared;;Personal Expense;;;1 PCS;;900;
26.05.2016;-430.0;Travel;Bus;Cash;москва;;;Uncleared;;Personal Expense;;;1 PCS;;901;
26.05.2016;-64.0;Travel;Underground;Cash;метро;;;Uncleared;;Personal Expense;;;1 PCS;;902;
26.05.2016;-790.0;Sport;Bicycle;Cash;каретка на велосипед Лесе;;;Uncleared;;Personal Expense;;;1 PCS;;903;
